Taxa	Phylum	Status	Score	SampleType	PhylumRank	RootRank	Order	SignTest
RoseiflexalesOR	Chloroflexi	U	-1.571402668	Rhizosphere	0	-4.375369567	1	0
RoseiflexalesOR	Chloroflexi	U	-4.375369567	Root	0	-4.375369567	2	0
RoseiflexalesOR	Chloroflexi	U	0	Soil	0	-4.375369567	3	0
Oscillochloris	Chloroflexi	U	0	Rhizosphere	0	-3.521147412	4	0
Oscillochloris	Chloroflexi	U	-3.521147412	Root	0	-3.521147412	5	0
Oscillochloris	Chloroflexi	U	0	Soil	0	-3.521147412	6	0
A4bOR	Chloroflexi	U	-2.853313556	Rhizosphere	0	-2.549258724	7	0
A4bOR	Chloroflexi	U	-2.549258724	Root	0	-2.549258724	8	0
A4bOR	Chloroflexi	U	-0.927009813	Soil	0	-2.549258724	9	0
H5FA	Chloroflexi	U	-2.647572588	Rhizosphere	0	0	10	0
S085OR	Chloroflexi	U	-1.182542786	Rhizosphere	0	0	11	0
CaldilinealesOR	Chloroflexi	U	0	Rhizosphere	0	0	12	0
ThermomicrobialesOR	Chloroflexi	U	0.64092597	Rhizosphere	0	0	13	0
envOPS12OR	Chloroflexi	U	0.903011147	Rhizosphere	0	0	14	0
S47FA	Chloroflexi	U	1.523452574	Rhizosphere	0	0	15	0
AKYH910FA	Chloroflexi	U	2.755237995	Rhizosphere	0	0	16	0
AKYH910FA	Chloroflexi	U	0	Root	0	0	17	0
CaldilinealesOR	Chloroflexi	U	0	Root	0	0	18	0
envOPS12OR	Chloroflexi	U	0	Root	0	0	19	0
H5FA	Chloroflexi	U	0	Root	0	0	20	0
S085OR	Chloroflexi	U	0	Root	0	0	21	0
S47FA	Chloroflexi	U	0	Root	0	0	22	0
ThermomicrobialesOR	Chloroflexi	U	0	Root	0	0	23	0
AKYH910FA	Chloroflexi	U	0	Soil	0	0	24	0
envOPS12OR	Chloroflexi	U	0	Soil	0	0	25	0
H5FA	Chloroflexi	U	0	Soil	0	0	26	0
S085OR	Chloroflexi	U	0	Soil	0	0	27	0
S47FA	Chloroflexi	U	0	Soil	0	0	28	0
ThermomicrobialesOR	Chloroflexi	U	1.027891827	Soil	0	0	29	0
CaldilinealesOR	Chloroflexi	U	1.180200494	Soil	0	0	30	0
ThermomicrobiaCL	Chloroflexi	U	1.304482279	Rhizosphere	0	1.005238666	31	0
ThermomicrobiaCL	Chloroflexi	U	1.005238666	Root	0	1.005238666	32	0
ThermomicrobiaCL	Chloroflexi	U	1.305864013	Soil	0	1.005238666	33	0
SOGA31CL	Chloroflexi	U	0.762303091	Rhizosphere	0	1.739756262	34	0
SOGA31CL	Chloroflexi	U	1.739756262	Root	0	1.739756262	35	0
SOGA31CL	Chloroflexi	U	1.196216552	Soil	0	1.739756262	36	0
CaldilineaceaeFA	Chloroflexi	U	1.840725741	Rhizosphere	0	1.83906067	37	0
CaldilineaceaeFA	Chloroflexi	U	1.83906067	Root	0	1.83906067	38	0
CaldilineaceaeFA	Chloroflexi	U	0.630931044	Soil	0	1.83906067	39	0
FFCH4570FA	Chloroflexi	U	0	Rhizosphere	0	2.984039994	40	0
FFCH4570FA	Chloroflexi	U	2.984039994	Root	0	2.984039994	41	0
FFCH4570FA	Chloroflexi	U	0	Soil	0	2.984039994	42	0
KtedonobacteriaCL	Chloroflexi	U	4.778573767	Rhizosphere	0	3.215007861	43	0
KtedonobacteriaCL	Chloroflexi	U	3.215007861	Root	0	3.215007861	44	0
KtedonobacteriaCL	Chloroflexi	U	0	Soil	0	3.215007861	45	0
Tepidibacter	Firmicutes	M	2.773294349	Rhizosphere	1	0	46	0
Caloramator	Firmicutes	M	2.936609333	Rhizosphere	1	0	47	0
Symbiobacterium	Firmicutes	M	3.170256968	Rhizosphere	1	0	48	0
Pullulanibacillus	Firmicutes	M	3.536364154	Rhizosphere	1	0	49	0
Clostridium	Firmicutes	M	3.548644365	Rhizosphere	1	0	50	0
PlanococcaceaeFA	Firmicutes	M	3.654395717	Rhizosphere	1	0	51	0
Caloramator	Firmicutes	M	0	Root	1	0	52	0
Clostridium	Firmicutes	M	0	Root	1	0	53	0
PlanococcaceaeFA	Firmicutes	M	0	Root	1	0	54	0
Pullulanibacillus	Firmicutes	M	0	Root	1	0	55	0
Symbiobacterium	Firmicutes	M	0	Root	1	0	56	0
Tepidibacter	Firmicutes	M	0	Root	1	0	57	0
Caloramator	Firmicutes	M	0	Soil	1	0	58	0
Clostridium	Firmicutes	M	0	Soil	1	0	59	0
PlanococcaceaeFA	Firmicutes	M	0	Soil	1	0	60	0
Pullulanibacillus	Firmicutes	M	0	Soil	1	0	61	0
Symbiobacterium	Firmicutes	M	0	Soil	1	0	62	0
Tepidibacter	Firmicutes	M	0	Soil	1	0	63	0
Ammoniphilus	Firmicutes	M	1.901327847	Rhizosphere	1	1.785220597	64	0
Ammoniphilus	Firmicutes	M	1.785220597	Root	1	1.785220597	65	0
Ammoniphilus	Firmicutes	M	0	Soil	1	1.785220597	66	0
Terribacillus	Firmicutes	M	3.273302698	Rhizosphere	1	2.284571118	67	0
Terribacillus	Firmicutes	M	2.284571118	Root	1	2.284571118	68	0
Terribacillus	Firmicutes	M	0	Soil	1	2.284571118	69	0
Brevibacillus	Firmicutes	M	2.292574489	Rhizosphere	1	2.894180822	70	0
Brevibacillus	Firmicutes	M	2.894180822	Root	1	2.894180822	71	0
Brevibacillus	Firmicutes	M	0	Soil	1	2.894180822	72	0
ThermoactinomycetaceaeFA	Firmicutes	M	2.644785268	Rhizosphere	1	3.025659939	73	0
ThermoactinomycetaceaeFA	Firmicutes	M	3.025659939	Root	1	3.025659939	74	0
ThermoactinomycetaceaeFA	Firmicutes	M	0	Soil	1	3.025659939	75	0
BacillaceaeFA	Firmicutes	M	2.544631728	Rhizosphere	1	3.174752037	76	0
BacillaceaeFA	Firmicutes	M	3.174752037	Root	1	3.174752037	77	0
BacillaceaeFA	Firmicutes	M	0.9863345	Soil	1	3.174752037	78	0
Bacillus	Firmicutes	M	3.247678371	Rhizosphere	1	3.222814733	79	0
Bacillus	Firmicutes	M	3.222814733	Root	1	3.222814733	80	0
Bacillus	Firmicutes	M	0.784552098	Soil	1	3.222814733	81	0
Geobacillus	Firmicutes	M	2.377337579	Rhizosphere	1	3.500641166	82	0
Geobacillus	Firmicutes	M	3.500641166	Root	1	3.500641166	83	0
Geobacillus	Firmicutes	M	0	Soil	1	3.500641166	84	0
Alicyclobacillus	Firmicutes	M	3.047761693	Rhizosphere	1	3.953276054	85	0
Alicyclobacillus	Firmicutes	M	3.953276054	Root	1	3.953276054	86	0
Alicyclobacillus	Firmicutes	M	1.332967946	Soil	1	3.953276054	87	0
Thermoactinomyces	Firmicutes	M	3.806305534	Rhizosphere	1	4.298269186	88	0
Thermoactinomyces	Firmicutes	M	4.298269186	Root	1	4.298269186	89	0
Thermoactinomyces	Firmicutes	M	0	Soil	1	4.298269186	90	0
Shimazuella	Firmicutes	M	4.892031311	Rhizosphere	1	5.413420191	91	0
Shimazuella	Firmicutes	M	5.413420191	Root	1	5.413420191	92	0
Shimazuella	Firmicutes	M	0	Soil	1	5.413420191	93	0
Isoptericola	Actinobacteria	M	0	Rhizosphere	2	-2.465399211	94	0
Isoptericola	Actinobacteria	M	-2.465399211	Root	2	-2.465399211	95	0
Isoptericola	Actinobacteria	M	0	Soil	2	-2.465399211	96	0
StreptosporangiaceaeFA	Actinobacteria	M	1.712950864	Rhizosphere	2	0	97	0
koll13OR	Actinobacteria	M	1.884217934	Rhizosphere	2	0	98	0
Saccharomonospora	Actinobacteria	M	3.159743902	Rhizosphere	2	0	99	0
koll13OR	Actinobacteria	M	0	Root	2	0	100	0
Saccharomonospora	Actinobacteria	M	0	Root	2	0	101	0
StreptosporangiaceaeFA	Actinobacteria	M	0	Root	2	0	102	0
koll13OR	Actinobacteria	M	0	Soil	2	0	103	0
Saccharomonospora	Actinobacteria	M	0	Soil	2	0	104	0
StreptosporangiaceaeFA	Actinobacteria	M	0	Soil	2	0	105	0
Streptomyces	Actinobacteria	M	2.143372799	Rhizosphere	2	1.005927293	106	0
Streptomyces	Actinobacteria	M	1.005927293	Root	2	1.005927293	107	0
Streptomyces	Actinobacteria	M	4.57578368	Soil	2	1.005927293	108	0
Lentzea	Actinobacteria	M	1.113194515	Rhizosphere	2	1.088379476	109	0
Lentzea	Actinobacteria	M	1.088379476	Root	2	1.088379476	110	0
Lentzea	Actinobacteria	M	0	Soil	2	1.088379476	111	0
Nonomuraea	Actinobacteria	M	1.906940926	Rhizosphere	2	1.225423096	112	0
Nonomuraea	Actinobacteria	M	1.225423096	Root	2	1.225423096	113	0
Nonomuraea	Actinobacteria	M	0	Soil	2	1.225423096	114	0
SolirubrobacteralesOR	Actinobacteria	M	1.84487737	Rhizosphere	2	1.361764304	115	0
SolirubrobacteralesOR	Actinobacteria	M	1.361764304	Root	2	1.361764304	116	0
SolirubrobacteralesOR	Actinobacteria	M	0.937540179	Soil	2	1.361764304	117	0
Blastococcus	Actinobacteria	M	1.824557333	Rhizosphere	2	1.371512098	118	0
Blastococcus	Actinobacteria	M	1.371512098	Root	2	1.371512098	119	0
Blastococcus	Actinobacteria	M	0	Soil	2	1.371512098	120	0
Pimelobacter	Actinobacteria	M	2.430735322	Rhizosphere	2	1.493499796	121	0
Pimelobacter	Actinobacteria	M	1.493499796	Root	2	1.493499796	122	0
Pimelobacter	Actinobacteria	M	0	Soil	2	1.493499796	123	0
MC47OR	Actinobacteria	M	1.734504092	Rhizosphere	2	1.532978723	124	0
MC47OR	Actinobacteria	M	1.532978723	Root	2	1.532978723	125	0
MC47OR	Actinobacteria	M	1.0281169	Soil	2	1.532978723	126	0
ActinobacteriaPH	Actinobacteria	M	1.204655016	Rhizosphere	2	1.608345339	127	0
ActinobacteriaPH	Actinobacteria	M	1.608345339	Root	2	1.608345339	128	0
ActinobacteriaPH	Actinobacteria	M	1.621325707	Soil	2	1.608345339	129	0
SolirubrobacteraceaeFA	Actinobacteria	M	1.250574924	Rhizosphere	2	1.69208052	130	0
SolirubrobacteraceaeFA	Actinobacteria	M	1.69208052	Root	2	1.69208052	131	0
SolirubrobacteraceaeFA	Actinobacteria	M	1.081229162	Soil	2	1.69208052	132	0
Arthrobacter	Actinobacteria	M	1.535918726	Rhizosphere	2	1.891818325	133	0
Arthrobacter	Actinobacteria	M	1.891818325	Root	2	1.891818325	134	0
Arthrobacter	Actinobacteria	M	0	Soil	2	1.891818325	135	0
Streptosporangium	Actinobacteria	M	0.789741217	Rhizosphere	2	1.933116818	136	0
Streptosporangium	Actinobacteria	M	1.933116818	Root	2	1.933116818	137	0
Streptosporangium	Actinobacteria	M	1.096409548	Soil	2	1.933116818	138	0
PromicromonosporaceaeFA	Actinobacteria	M	2.751461453	Rhizosphere	2	1.974750651	139	0
PromicromonosporaceaeFA	Actinobacteria	M	1.974750651	Root	2	1.974750651	140	0
PromicromonosporaceaeFA	Actinobacteria	M	1.820262446	Soil	2	1.974750651	141	0
FrankiaceaeFA	Actinobacteria	M	1.307120139	Rhizosphere	2	2.136543013	142	0
FrankiaceaeFA	Actinobacteria	M	2.136543013	Root	2	2.136543013	143	0
FrankiaceaeFA	Actinobacteria	M	0	Soil	2	2.136543013	144	0
Mycobacterium	Actinobacteria	M	2.892115307	Rhizosphere	2	2.424134594	145	0
Mycobacterium	Actinobacteria	M	2.424134594	Root	2	2.424134594	146	0
Mycobacterium	Actinobacteria	M	1.10755392	Soil	2	2.424134594	147	0
NocardioidaceaeFA	Actinobacteria	M	2.0008537	Rhizosphere	2	2.431463495	148	0
NocardioidaceaeFA	Actinobacteria	M	2.431463495	Root	2	2.431463495	149	0
NocardioidaceaeFA	Actinobacteria	M	1.102514789	Soil	2	2.431463495	150	0
NocardiaceaeFA	Actinobacteria	M	2.159611682	Rhizosphere	2	2.520064391	151	0
NocardiaceaeFA	Actinobacteria	M	2.520064391	Root	2	2.520064391	152	0
NocardiaceaeFA	Actinobacteria	M	0	Soil	2	2.520064391	153	0
EuzebiaceaeFA	Actinobacteria	M	1.815297346	Rhizosphere	2	2.600981955	154	0
EuzebiaceaeFA	Actinobacteria	M	2.600981955	Root	2	2.600981955	155	0
EuzebiaceaeFA	Actinobacteria	M	0	Soil	2	2.600981955	156	0
Amycolatopsis	Actinobacteria	M	4.000872583	Rhizosphere	2	2.639377904	157	0
Amycolatopsis	Actinobacteria	M	2.639377904	Root	2	2.639377904	158	0
Amycolatopsis	Actinobacteria	M	0	Soil	2	2.639377904	159	0
Catellatospora	Actinobacteria	M	0	Rhizosphere	2	2.794725916	160	0
Catellatospora	Actinobacteria	M	2.794725916	Root	2	2.794725916	161	0
Catellatospora	Actinobacteria	M	0	Soil	2	2.794725916	162	0
IntrasporangiaceaeFA	Actinobacteria	M	2.348275143	Rhizosphere	2	2.829352197	163	0
IntrasporangiaceaeFA	Actinobacteria	M	2.829352197	Root	2	2.829352197	164	0
IntrasporangiaceaeFA	Actinobacteria	M	0.878060116	Soil	2	2.829352197	165	0
Geodermatophilus	Actinobacteria	M	1.622605839	Rhizosphere	2	2.889339099	166	0
Geodermatophilus	Actinobacteria	M	2.889339099	Root	2	2.889339099	167	0
Geodermatophilus	Actinobacteria	M	0	Soil	2	2.889339099	168	0
Glycomyces	Actinobacteria	M	4.463169048	Rhizosphere	2	2.909700394	169	0
Glycomyces	Actinobacteria	M	2.909700394	Root	2	2.909700394	170	0
Glycomyces	Actinobacteria	M	2.05792926	Soil	2	2.909700394	171	0
RubrobacteraceaeFA	Actinobacteria	M	2.422865364	Rhizosphere	2	2.932260902	172	0
RubrobacteraceaeFA	Actinobacteria	M	2.932260902	Root	2	2.932260902	173	0
RubrobacteraceaeFA	Actinobacteria	M	1.165116536	Soil	2	2.932260902	174	0
Nocardioides	Actinobacteria	M	3.27590262	Rhizosphere	2	3.123481947	175	0
Nocardioides	Actinobacteria	M	3.123481947	Root	2	3.123481947	176	0
Nocardioides	Actinobacteria	M	0	Soil	2	3.123481947	177	0
AKIW874FA	Actinobacteria	M	2.046529678	Rhizosphere	2	3.310025817	178	0
AKIW874FA	Actinobacteria	M	3.310025817	Root	2	3.310025817	179	0
AKIW874FA	Actinobacteria	M	2.007006459	Soil	2	3.310025817	180	0
Actinomycetospora	Actinobacteria	M	2.542075166	Rhizosphere	2	3.487729954	181	0
Actinomycetospora	Actinobacteria	M	3.487729954	Root	2	3.487729954	182	0
Actinomycetospora	Actinobacteria	M	0	Soil	2	3.487729954	183	0
Jiangella	Actinobacteria	M	1.843095905	Rhizosphere	2	3.648612524	184	0
Jiangella	Actinobacteria	M	3.648612524	Root	2	3.648612524	185	0
Jiangella	Actinobacteria	M	0	Soil	2	3.648612524	186	0
PatulibacteraceaeFA	Actinobacteria	M	1.606985467	Rhizosphere	2	4.163053043	187	0
PatulibacteraceaeFA	Actinobacteria	M	4.163053043	Root	2	4.163053043	188	0
PatulibacteraceaeFA	Actinobacteria	M	0	Soil	2	4.163053043	189	0
Kribbella	Actinobacteria	M	5.55788883	Rhizosphere	2	5.062600856	190	0
Kribbella	Actinobacteria	M	5.062600856	Root	2	5.062600856	191	0
Kribbella	Actinobacteria	M	1.527200655	Soil	2	5.062600856	192	0
PseudonocardiaceaeFA	Actinobacteria	M	4.803734165	Rhizosphere	2	5.260572838	193	0
PseudonocardiaceaeFA	Actinobacteria	M	5.260572838	Root	2	5.260572838	194	0
PseudonocardiaceaeFA	Actinobacteria	M	0	Soil	2	5.260572838	195	0
Actinoallomurus	Actinobacteria	M	8.021638063	Rhizosphere	2	5.376685599	196	0
Actinoallomurus	Actinobacteria	M	5.376685599	Root	2	5.376685599	197	0
Actinoallomurus	Actinobacteria	M	0	Soil	2	5.376685599	198	0
Actinomadura	Actinobacteria	M	5.450951668	Rhizosphere	2	5.753944774	199	0
Actinomadura	Actinobacteria	M	5.753944774	Root	2	5.753944774	200	0
Actinomadura	Actinobacteria	M	1.539500314	Soil	2	5.753944774	201	0
Actinopolymorpha	Actinobacteria	M	9.093276718	Rhizosphere	2	7.971692884	202	0
Actinopolymorpha	Actinobacteria	M	7.971692884	Root	2	7.971692884	203	0
Actinopolymorpha	Actinobacteria	M	3.374793523	Soil	2	7.971692884	204	0
Saccharopolyspora	Actinobacteria	M	12.45027082	Rhizosphere	2	11.9735927	205	0
Saccharopolyspora	Actinobacteria	M	11.9735927	Root	2	11.9735927	206	0
Saccharopolyspora	Actinobacteria	M	6.207198905	Soil	2	11.9735927	207	0
Cellvibrio	Proteobacteria	D	-7.00516597	Rhizosphere	3	-10.74071428	208	0
Cellvibrio	Proteobacteria	D	-10.74071428	Root	3	-10.74071428	209	0
Cellvibrio	Proteobacteria	D	0	Soil	3	-10.74071428	210	0
Asticcacaulis	Proteobacteria	D	-9.850474905	Rhizosphere	3	-9.652036657	211	0
Asticcacaulis	Proteobacteria	D	-9.652036657	Root	3	-9.652036657	212	0
Asticcacaulis	Proteobacteria	D	-3.920192885	Soil	3	-9.652036657	213	0
Methylibium	Proteobacteria	D	-7.258187076	Rhizosphere	3	-8.775185174	214	0
Methylibium	Proteobacteria	D	-8.775185174	Root	3	-8.775185174	215	0
Methylibium	Proteobacteria	D	-3.640267806	Soil	3	-8.775185174	216	0
